AUTHOR,TITLE,SCORE
李碧华,霸王别姬,8.4
(英)亚当·斯密,道德情操论,8.4
胡蘭成,今生今世,8.4
錢穆,國史大綱 (修訂本) (上中下),8.4
钱锺书,围城,8.4
陶涵,蔣經國傳（2009新版）,8.4
蒋勋,美，看不见的竞争力,8.4
科学松鼠会 编著,当彩色的声音尝起来是甜的,8.4
王小波,王小波全集（全十卷）,8.4
瓦茨拉夫哈維爾(Vaclav ...,無權力者的權力,8.4
布赖恩•格林 (Brain G...,宇宙的结构,8.4
"周作人 著,止庵 校订",雨天的书,8.4
无老师,7天搞定托福单词,8.4
（香港）亦舒,流金岁月,8.4
中央电视台《大国崛起》节目组 ...,大国崛起-十二集大型电视纪录片(全三卷)(原创缩编版),8.7
雨果,巴黎圣母院,8.7
(美国)唐纳德・高斯等著,你的灯亮着吗?,8.7
马克·李维,那些我们没谈过的事,8.7
徐皓峰,刀背藏身,8.7
秦小波,设计模式之禅（第2版）,8.7
钱穆,中国历代政治得失,8.7
Antoine de Sain...,The Little Prince,8.7
"金观涛,华国凡",控制论与科学方法论,8.7
[美] 尼可拉斯·D.克里斯多...,天空的另一半,8.7
[美] 阿诺德·施瓦辛格,施瓦辛格健身全书,8.7
"[美] 伍迪·艾伦,[瑞] 史...",我心深处,8.7
万绳楠,陈寅恪魏晋南北朝史讲演录,8.7
[法] 米歇尔·福柯,规训与惩罚,8.7
乔治·索罗斯,超越金融,8.7
（日）井上靖,楼兰,8.7
[法国] 蒙田,蒙田随笔全集（全三册）,8.7
"柏唯良,Willem Burg...",细节营销,8.7
[德] 赫尔曼·黑塞,德米安,8.7
吴晓波,激荡三十年（上）,8.7
（美）卡尔·萨根,宇宙,9.1
[美] 罗洛·梅,焦虑的意义,9.1
Venkat Subraman...,高效程序员的45个习惯,9.1
【美】克劳德•霍普金斯（Cla...,科学的广告+我的广告生涯,9.1
Harper Lee,To Kill a Mockingbird,9.1
叶广芩,采桑子,9.1
高阳,胡雪岩（全三册）,9.1
罗伯特·麦基,故事,9.1
"[美] 欧文·M·柯匹,[美]...",逻辑学导论,9.1
汪曾祺,老味道,9.1
"[春秋] 孙武 原著,吴兆基 ...",孙子兵法与三十六计,9.1
[美] 阿西莫夫,阿西莫夫最新科学指南（上下册）,9.1
Donald Norman,设计心理学,9.1
苏彦彰,咖啡赏味志,9.1
(波兰)切斯瓦夫·米沃什,被禁锢的头脑,8.8
"Stephen Prata,云...",C Primer Plus,8.8
资中筠,资中筠自选集（全五册）,8.8
"时寒冰,时菱蔓 绘",时寒冰说,8.8
Andy Hunt,程序员的思维修炼,8.8
杨杰,让孩子心悦诚服,8.8
史密斯,CSS设计指南,8.8
马宏杰,最后的耍猴人,9.1
刘慈欣,带上她的眼睛,9.1
蒋勋,蒋勋说红楼梦（第一辑）,9.1
金十七,让数字说话,9.1
"（美）理查德·保罗,（美）琳达...",批判性思维,9.1
"[美] 史蒂夫·布兰克,[美]...",创业者手册,9.1
北岛  选编,给孩子的诗,8.8
八月长安,你好，旧时光（上 下）,8.8
李杰,股市进阶之道,8.8
[美]史蒂芬·平克,语言本能,8.8
顾城,顾城精选集,8.8
野夫,看不见的江湖,8.8
列奥纳多·达·芬奇,哈默手稿,8.8
[美] 埃勒里·奎因,X的悲剧,8.8
[美] 史蒂夫·克鲁克,点石成金,8.8
Ronald L.Graham...,具体数学,8.8
[美] 尼尔·波兹曼,娱乐至死 童年的消逝,8.8
[日] 清少纳言,枕草子,8.8
[英]艾瑞克•霍布斯鲍姆,革命的年代：1789～1848,8.8
[美]詹姆斯·卡斯,有限与无限的游戏,8.2
维吉尔•M•希利尔 (Virg...,美国学生世界地理（上下册）,8.2
橫山秀夫,64,8.2
爱德华,股市趋势技术分析,8.2
木心 讲述,木心谈木心,8.2
曹雪芹,四大名著（全四册）,8.2
[日] 夏目漱石,心,8.2
[美] 梭罗,瓦尔登湖,8.2
蔡志忠,六朝怪谈,8.2
严歌苓,天浴,8.2
[日] 伊坂幸太郎,死神的精确度,8.2
[南朝·宋] 刘义庆,世说新语译注,8.2
Simon Tofield,Simon's Cat,8.2
傅真,泛若不系之舟,8.2
[英国]唐纳德·雷诺兹,剑桥艺术史：19世纪艺术,8.2
苏珊•凯恩,安静,8.2
基普.S.索恩,黑洞与时间弯曲,8.2
唐诺,尽头,8.2
,炎黄春秋,8.2
George R.R. Mar...,A Game of Thrones (A Song of Ice and Fir...,8.2
"[明]吴承恩著,[明]李贽评",李卓吾批评西游记（全二册）,9.3
朴灵,深入浅出Node.js,9.3
菲利浦·希提,阿拉伯通史(第十版)(上下册),9.3
释净空,认识佛教,9.3
本特利,编程珠玑(第二版),9.3
[美] Miguel Grin...,Flask Web开发：基于Python的Web应用开发实战,9.3
高军,世间的盐,9.3
Inc. Merriam-We...,"Merriam-Webster's Collegiate Dictionary,...",9.3
"尼尔.布朗(美国),等",走出思维的误区,9.3
山冈庄八,织田信长——菊与刀,9.3
阿耐,民企江湖,9.3
（英）约翰・梅纳德・凯恩斯,就业、利息和货币通论,9.3
阿戴尔·费伯,如何说孩子才会听，怎么听孩子才肯说,9.3
[英] 恩斯特·贡布里希,世界小史,9.3
[美] Marty Cagan,启示录,9.3
[日]吉本芭娜娜,厨房,9.3
[日] 三浦紫苑,多田便利屋,9.3
[美] 凯文·凯利,技术元素,9.3
路内,少年巴比伦,9.3
贾平凹,秦腔,9.3
赖世雄,赖世雄美语从头学（初级篇.上）,9.4
(德) 康德,逻辑学讲义,9.4
尼克·埃文斯,健身解剖指南,9.4
Peter Hessler,River Town,9.4
[日] 松田行正,零ZEЯRO,9.4
[加] 克里斯多福·孟,亲密关系,9.4
[美] 丹·米尔曼,深夜加油站遇见苏格拉底,9.4
[德] 弗里德里希·尼采,人性的，太人性的,9.4
[日] 村上春树,舞！舞！舞！,9.4
[奥]斯蒂芬•茨威格,恐惧,9.4
山崎丰子,白色巨塔,9.4
史蒂芬·霍金,第一推动丛书·宇宙系列（珍藏本）,9.4
"[英] 乔纳森·林恩,安东尼·...",是，首相,9.4
虚云,禅修入门,9.4
贝特兰・罗素,幸福之路,9.4
Dawn Griffiths,深入浅出统计学,9.4
奥修,道德经心释（上下）,9.4
[美] 奥利维雅·贾德森,性别战争,9.4
本杰明·富兰克林,富兰克林自传,9.4
Elizabeth Gilbe...,Eat Pray Love,9.4
[俄] 费·陀思妥耶夫斯基,群魔,9.2
J.K.Rowling,Harry Potter and the Deathly Hallows,9.2
"(英)亚历山大,何其莘",新概念英语第一册,9.2
[美] 达莱尔·哈夫,统计陷阱,9.2
吉井忍,四季便当,9.2
卢梭,社会契约论,9.2
[奥] 莱内·马利亚·里尔克,给青年诗人的信,9.2
"[美]亨利•马西,[美]内森•...",情感依附,9.2
王小波,思维的乐趣,9.2
(美)约瑟夫·海勒,第二十二条军规,9.2
[英] 萨默塞特·毛姆,剧院风情,9.2
约瑟夫•坎贝尔 (Joseph...,千面英雄,9.2
（美）琳达哥乔斯 （Linda...,产品经理手册（原书第4版）,9.2
阿诺德・汤因比,历史研究,9.2
高木直子,一个人漂泊的日子2,8.8
江南,此间的少年,8.8
王朔,一半是海水一半是火焰,8.8
鲁迅著，中国作家榜编,鲁迅经典全集1：小说全集,8.8
"Andrew Hunt,Dav...",程序员修炼之道,8.8
岳南,南渡北归（第一部）,8.8
叶圣陶,怎样写作,8.8
[英] 贝尔·格里尔斯,荒野求生手册,9.2
[美] 卡森·麦卡勒斯,心是孤独的猎手,9.2
苏童,妻妾成群,9.2
(法)阿尔贝·加缪,鼠疫,9.2
（美）房龙,宽容,9.2
桐华,云中歌1,9.2
(英)里查德.道金斯,自私的基因,8.8
[英] 阿兰·德波顿,幸福的建筑,8.8
（美）欧文 D.亚隆（Irvi...,当尼采哭泣,8.8
[美] 安东尼·刘易斯,言论的边界,8.8
John Green,The Fault in Our Stars,8.8
邓安庆,山中的糖果,8.8
白寿彝,中国通史 共12卷 22册,8.8
冶文彪,清明上河图密码 2,8.8
[美] 欧·亨利(O’Henr...,欧·亨利短篇小说选,8.8
民间故事,一千零一夜,8.8
徐皓峰,刀与星辰,8.8
[美] 欧内斯特·海明威,太阳照常升起,8.8
史铁生,病隙碎笔,8.8
周国平,周国平人生哲思录,8.8
史钧,疯狂人类进化史,8.8
[明] 王阳明撰,传习录,8.8
[美] 爱因斯坦,狭义与广义相对论浅说,8.8
[美]科尼利厄斯·瑞恩（Cor...,二战史诗三部曲,8.8
[英] 阿加莎·克里斯蒂,尼罗河上的惨案,8.8
刘力红,思考中医,8.8
[法] 夏尔·波德莱尔,恶之花,8.8
[美]约翰·克劳利,他方世界,8.8
陶涵,蒋经国传,8.8
[英] 安吉拉·卡特,安吉拉·卡特的精怪故事集,8.8
[美] 彼得.德鲁克,旁观者,8.8
朱光潜,谈修养,8.8
[英国] 肯尼思·米诺格,政治的历史与边界-牛津通识读本,8.8
巴里（Barry.P.）,Head First Python（中文版）,8.8
洪应明,菜根谭,8.9
余英时,士与中国文化,8.9
夏达,长歌行 01,8.9
妹尾河童,窥视印度,8.9
村上春樹,1Q84,8.9
[日] 伊坂幸太郎,一首小夜曲,8.9
周国平,爱与孤独,8.9
【英】 毛姆,月亮和六便士,8.9
阿城,棋王,8.9
"马克·威廉姆斯,约翰·蒂斯代尔",改善情绪的正念疗法,8.9
Jesse James Gar...,用户体验的要素,8.9
罗曼・罗兰,约翰·克里斯托夫,8.9
黑格尔,精神现象学（全三册）,8.9
马伯庸,三国机密（上）,8.9
"石山平,大上丈彦",7天搞定微积分,8.9
[英]西蒙·加菲尔德,字体故事,8.9
新垣平,剑桥简明金庸武侠史,8.9
[古希腊] 荷马,荷马史诗·伊利亚特,8.9
(挪)乔斯坦·贾德,纸牌的秘密,8.9
[德] 埃米尔·路德维希,拿破仑传,8.9
苏龙飞,股权战争,8.5
费正清(美),美国与中国,8.5
王欣,在不安的世界安静的活,8.5
胜间和代,轻松读懂财报,8.5
"（美）小威廉·斯特伦克,（美）...",英文写作指南,8.5
"Neil Matthew,Ri...",Linux程序设计,8.5
[美] 杰夫·科尔文,哪来的天才？,8.5
毛泽东,毛泽东选集（第一卷）,8.5
[法] 让-雅克·卢梭,植物学通信,8.5
林清玄,林清玄散文集,8.5
Wendelin Van Dr...,Flipped,8.5
(美)安·兰德,阿特拉斯耸耸肩,8.5
德拉威尔,肌肉健美训练图解,8.5
加西亚·马尔克斯,族长的秋天,8.5
(美)奥森·斯科特·卡德,安德的游戏,8.5
[德]歌德,少年维特的烦恼,8.5
三毛,哭泣的骆驼,8.5
[奥] 斯蒂芬·茨威格,人类的群星闪耀时,8.5
[英]艾瑞克•霍布斯鲍姆,资本的年代：1848～1875,8.5
天下霸唱,鬼吹燈（4本）,8.5
俞敏洪,四级词汇词根+联想记忆法,8.0
(英)阿兰·德波顿,写给无神论者,8.0
葛亮,北鸢,8.0
[日]乙一,被遗忘的故事,8.0
安妮•弗兰克 (Frank.A...,安妮日记,8.0
王小波,人为什么活着,8.0
[奥] 阿德勒,超越自卑,8.0
[英] 约翰·怀斯曼,怀斯曼生存手册,8.0
E. B. White,Charlotte's Web,8.0
朱光潜,给青年的十二封信,8.0
熊逸,我们为什么离正义越来越远,8.0
兔本幸子,兔本幸子的插画教室,8.0
E·博登海默,法理学,8.0
吕思勉,三国史话,8.0
马伯庸,风起陇西,8.0
[美] 尼尔·J. 萨尔金德,爱上统计学,8.0
"[美] 比尔·波特 著,R·约...",空谷幽兰,8.0
[美] Jon Bentley,编程珠玑（英文版・第2版）,8.0
"[美] 罗伯特·所罗门,凯思林...",大问题,8.0
[美]阿图·葛文德,医生的修炼,8.0
[土耳其] 奥尔罕·帕慕克,伊斯坦布尔,8.4
林语堂,京华烟云,8.4
[俄] 陀思妥耶夫斯基,白夜,8.4
天下归元,凰权（上下）,8.4
(美)Allen B.Down...,像计算机科学家一样思考Python,8.4
斯蒂芬A.罗斯,公司理财,8.4
"W.钱·金,勒妮·莫博涅",蓝海战略,8.4
[奥]西格蒙德·弗洛伊德,自我与本我,8.4
[美] 爱德华·格莱泽,城市的胜利,8.4
（英）萨米尔·奥卡沙,科学哲学,8.4
[美] 安东尼·刘易斯,批评官员的尺度,8.4
费曼,推开美国法律之门,8.4
[日] 黑泽明,蛤蟆的油,8.4
[澳] 马克斯·苏萨克,偷书贼,8.4
三毛,三毛典藏全集,8.4
(美)罗伯特·清崎 莎伦·莱希...,富爸爸投资指南,8.4
阿加莎·克里斯蒂,无人生还,8.4
张爱玲,传奇(上下),8.4
许倬云,说中国,8.4
[英] 霍布斯,利维坦,8.4
[白俄] S.A.阿列克谢耶维...,二手时间,8.9
木心,木心作品一辑八种,8.9
"本杰明·格雷厄姆,Benjam...",聪明的投资者,8.9
[英] 毛姆,月亮和六便士,8.9
"Jory John,Avery...",All My Friends Are Still Dead,8.9
盐野七生,罗马人的故事（礼品装，全15册）,8.9
"（美）达雷尔•穆利斯,朱迪丝•...",世界上最简单的会计书,8.9
杨绛,我们仨,8.9
[法] 圣埃克苏佩里,小王子,8.9
近藤麻理惠,怦然心動的人生整理魔法,8.9
王小波,一只特立独行的猪,8.9
[美]罗伯特.T.清崎,富爸爸穷爸爸,8.9
吴军,浪潮之巅,8.9
傅高义,邓小平时代,8.9
鲁迅,鲁迅全集（2005最新修订版）,8.9
当年明月,明朝那些事儿,8.9
【英】蕾秋·乔伊斯,一个人的朝圣,8.9
[美]谢丽尔·桑德伯格（She...,向前一步,8.9
兰陵笑笑生,金瓶梅,8.9
宋兆霖主编,诺贝尔文学奖全集,8.9
赖世雄,美语音标,9.6
外语教学与研究出版社,书虫系列第六级共5册(新)(适合高三、大学低年级),9.6
[美] 侯世达,哥德尔、艾舍尔、巴赫,9.6
[英]理查德·道金斯,自私的基因,9.6
熊顿,滚蛋吧!肿瘤君,9.6
钱穆,中国历代政治得失,9.6
[美] 安迪·威尔,火星救援,9.6
Excel之家 (Excel ...,别怕，Excel VBA其实很简单,9.6
汪曾祺,汪曾祺谈吃,9.6
兰道尔·门罗,那些古怪又让人忧心的问题what if?,9.6
埃斯科特,书虫.牛津英汉双语读物全套盒装,9.6
蒋勋,蒋勋说红楼梦,9.6
[明] 王守仁,王阳明全集,9.6
"[清] 曹雪芹 著,高鹗 续",红楼梦,9.6
唐七公子,三生三世 十里桃花,9.6
卡拉·桑海姆,52个创意绘画实验,9.6
鸟哥,鸟哥的Linux私房菜,9.6
[法] 玛格丽特·杜拉斯,情人,9.6
曹天元,上帝掷骰子吗,9.6
（美）鲁思・本尼迪克特,菊与刀,9.6
[法] 妙莉叶·芭贝里,刺猬的优雅,8.1
Christopher Bis...,Pattern Recognition And Machine Learning,8.1
[德]黑格尔,哲学史讲演录（新校重排本）,8.1
Dale Carnegie,How to Win Friends and Influence People,8.1
梁漱溟,我们如何拯救过去,8.1
[英] 乔乔·莫伊斯,我就要你好好的,8.1
[日]盐野七生,文艺复兴的故事01：文艺复兴是什么,8.1
井上雄彥,浪客行 (Vol. 01),8.1
(美)马里奥·普佐,教父三部曲,8.1
林达,如彗星划过夜空,8.1
[意] 埃莱娜·费兰特（Ele...,我的天才女友,8.1
雪满梁园,鹤唳华亭,8.1
[美] 约翰·罗尔斯,正义论,8.1
"文：安东尼,图：echo",这些都是你给我的爱,8.1
陈丹青,退步集续编,8.1
陈迩冬,苏轼词选,8.1
（日）高木直子,一个人住的每一天,8.1
"吴伯凡,梁冬",无畏,8.1
[美] B·格林,宇宙的琴弦,8.1
(英)弗吉尼亚·伍尔夫,到灯塔去,8.1
晏礼中,别处生活,8.7
[英] 苏·汤普金斯,当代占星研究,8.7
希利尔,希利尔讲世界史,8.7
书云,西藏一年,8.7
Thomas A.Limonc...,时间管理,8.7
[美] 弗朗西斯·福山,政治秩序与政治衰败,8.7
"[英] 乔纳森·林恩,安东尼·...",是，大臣,8.7
[美] 丹·西蒙斯,海伯利安,8.7
(英)盖温.肯尼迪,谈判是什么,8.7
[德] 埃克哈特·托利,当下的力量,8.7
[英] 安东尼·伯吉斯,发条橙,8.7
[美] 克里斯托弗·艾什伍德,单身（50周年典藏纪念版）,8.7
彭聃龄,普通心理学,8.7
[以色列] 阿摩司·奥兹,爱与黑暗的故事,8.7
刘和平,大明王朝1566（上下卷）,8.7
王朔,王朔文集,8.7
David Rock,Your Brain at Work,8.7
常小琥,收山,8.7
Peter Seibel,编程人生,8.7
孙瑞雪,捕捉儿童敏感期,8.7
[美]戴维·布鲁克斯,社会动物,8.5
彭懿,世界图画书阅读与经典,8.5
汪曾祺,故乡的食物,8.5
"Alan Cooper,Rob...",About Face 3 交互设计精髓,8.5
約翰．葛林,生命中的美好缺憾,8.5
Margaret Mitche...,Gone with the Wind,8.5
[瑞典] 斯蒂格·拉森,玩火的女孩,8.5
J.H.法布尔,昆虫记,8.5
(法)阿尔贝·加缪,反抗者,8.5
[美]丹尼尔·J·布尔斯廷,美国人：建国的历程,8.5
理查德·道金斯 (Richar...,盲眼钟表匠,8.5
严歌苓,一个女人的史诗,8.5
[美] 丹.布朗,天使与魔鬼,8.5
吴思,血酬定律,8.5
[美] 弗诺·文奇,天渊,8.5
阿来,尘埃落定,8.5
（美） 杰克•韦尔奇，苏茜•韦...,赢,8.5
桐华,曾许诺,8.5
[挪] 尤·奈斯博,猎豹,8.5
郑也夫,吾国教育病理,8.5
吴飞,浮生取义,8.5
[美]拿破仑·希尔,心静的力量,8.5
Celeste Ng,Everything I Never Told You,8.5
Andy Weir,The Martian,8.5
[日] 贵志祐介,来自新世界 （上下）,8.5
吴军,硅谷之谜,8.5
[匈] 马洛伊·山多尔,伪装成独白的爱情,8.5
崔玉涛,崔玉涛,8.5
斯科特·普劳斯,决策与判断,8.5
九夜茴,匆匆那年（上下）,8.5
伊莱恩·N·阿伦,敏感的人:如何面对外界压力,8.5
张仲景,伤寒论,8.5
[法] 列维-斯特劳斯,忧郁的热带,8.5
[英] 卡尔·波普尔,开放社会及其敌人（全二卷）,8.5
"[美]艾德·卡特姆,埃米·华莱...",创新公司,8.5
"R.M.尼斯,G.C.威廉斯",我们为什么生病,8.5
許知遠,極權的誘惑,8.5
张五常,卖桔者言,8.5
"李银河,王小波",他们的世界,8.5
[美] 斯科特•帕特森,宽客,8.5
David Salsburg ...,女士品茶,8.5
J. K. Rowling,Harry Potter and the Half-Blood Prince,8.5
[英]艾瑞克•霍布斯鲍姆,帝国的年代：1875～1914,8.5
[日] 京极夏彦,魍魉之匣（上）,8.5
梅因斯通,剑桥艺术史：17世纪艺术,8.5
[英] 约翰·基根,战争史,8.5
"高皋,严家其",“文化大革命”十年史,8.1
[美]谢利·卡根,耶鲁大学公开课:死亡,8.1
[丹麦]金·弗珀兹·艾克松/文...,爷爷变成了幽灵,8.1
蔡志忠,老子说,8.1
賽門．蒙提費歐里 Simon ...,耶路撒冷三千年,8.1
（法）加缪,鼠疫,8.1
[美] 伯恩斯,伯恩斯新情绪疗法,8.1
张丽卿,化妆品好坏知多少,8.1
[哥] 加西亚·马尔克斯,霍乱时期的爱情,8.1
路内,花街往事,8.1
程杰,大话数据结构,8.1
Sir Arthur Cona...,The Complete Sherlock Holmes,8.1
（美）Joshua Bloch,Effective Java 中文版,8.1
錢穆,從中國歷史來看中國民族性及中國文化,8.1
"[清] 曹雪芹 著,黄霖 校点",红楼梦,8.1
木心,鱼丽之宴,8.1
[美] 梭罗,瓦尔登湖,8.1
雷米,心理罪：城市之光,8.1
[美]迈克尔·罗斯金(Mich...,国家的常识,8.1
米歇尔・福柯,疯癫与文明,8.1
阿堵,一生孤注掷温柔,8.7
[英] 萨曼·鲁西迪,午夜之子,8.7
(加)艾丽丝·门罗,公开的秘密,8.7
王小波,黄金时代,8.7
Daniel Kahneman,"Thinking, Fast and Slow",8.7
（美）埃斯瓦斯·达莫达兰,估值,8.7
熊逸,周易江湖,8.7
[英] 威廉·戈尔丁,蝇王,8.7
[俄] 陀思妥耶夫斯基,地下室手记,8.7
燕垒生,天行健（全4册）,8.7
费正清 主编,剑桥中华民国史（上卷）,8.7
[法] 笛卡尔,谈谈方法,8.7
[美] 哈罗德·布鲁姆,如何读，为什么读,8.7
老舍,茶馆,8.7
Ben Horowitz,The Hard Thing About Hard Things,8.7
[法]加缪,西西弗神话,8.7
William Dunham,数学那些事儿,8.7
[美] 保罗·肯尼迪,大国的兴衰,8.7
张宏杰,曾国藩的正面与侧面,8.7
[美] 孔飞力,叫魂,8.7
周桦,褚时健传,9.0
幾米,向左走向右走,9.0
Brian W.Kernigh...,C程序设计语言,9.0
李乾朗,穿墙透壁,9.0
【美】苏珊·桑塔格,反对阐释,9.0
[日] 莫莉蓟野,猫国物语,9.0
[西] 卡洛斯·鲁依斯·萨丰,风之影,9.0
宋韬,战国策,9.0
[美] 乔治·伯里曼,伯里曼人体结构绘画教学,9.0
冀连梅,冀连梅谈：中国人应该这样用药,9.0
老舍,骆驼祥子,9.0
Shaun Tan,The Arrival,9.0
孟子,四书五经,9.0
歌德,浮士德,9.0
[日] 岛田洋七,佐贺的超级阿嬷,9.0
Stephen R. Cove...,The 7 Habits of Highly Effective People,9.0
（美）米尔斯,社会学的想像力,9.0
﹝美﹞威尔•施瓦尔贝,生命最后的读书会,9.0
[美]卢卡斯,演讲的艺术,9.0
[日] 村上春树,寻羊冒险记,9.0
"张绮曼,郑曙旸",室内设计资料集,8.8
"Baron Schwartz,...",高性能MySQL（第二版）,8.8
[美] 雷蒙德·卡佛,大教堂,8.8
托马斯·戈登,P.E.T.父母效能训练,8.8
[荷兰] 高罗佩,大唐狄公案,8.8
[美] 黄仁宇,万历十五年（增订本）,8.8
Michael Ondaatj...,The English Patient,8.8
[美] 威廉·夏伊勒,第三帝国的兴亡（上中下）,8.8
[美] 艾伦·科普兰,怎样欣赏音乐,8.8
[美] 迈克尔·波特,竞争优势,8.8
弗·福赛斯,间谍课：豺狼的日子,8.8
托马斯·品钦,万有引力之虹（上下）,8.8
"何兆武 口述,文靖 撰写",上学记,8.8
[奥] 维克多·弗兰克,追寻生命的意义,8.8
陈丹青,荒废集,8.8
Margaret Mitche...,Gone with the Wind,8.8
[英] J. K. 罗琳,哈利·波特与魔法石,8.8
史铁生,务虚笔记,8.8
[美] Eric S. Ray...,大教堂与集市,8.8
陈秋平 译注,金刚经·心经,8.8
李娟,冬牧场,9.0
贾雷德·戴蒙德,第三种黑猩猩,9.0
川端康成,川端康成精品集,9.0
(南非) 奥比•萨克斯,断臂上的花朵,9.0
沃尔斯 (Craig Wall...,Spring实战（第3版）,9.0
沈从文,边城 湘行散记,9.0
哈代,书虫牛津英汉对照读物（盒装50册）,9.0
"陈琦,周书林",GRE核心词汇考法精析,9.0
新知,新知•学习的革命（精华版）,9.0
德波顿 著,哲学的慰藉,9.0
张千里,旅行摄影圣经,9.0
"钱穆 讲授,叶龙 记录整理,林...",中国经济史,9.0
渔阳,乱世华尔街,9.0
潇湘冬儿,11处特工皇妃,9.0
南怀瑾,道家、密宗与东方神秘学,9.0
（美）Brian W. Ker...,C程序设计语言,9.0
（德）格林兄弟,格林童话,9.0
Douglas Crockfo...,JavaScript语言精粹,9.0
三毛,温柔的夜,9.0
陈嘉映,哲学 科学 常识,9.0
[美] 马修·托马斯,不属于我们的世纪,8.7
[日] 三岛由纪夫,假面自白,8.7
(日) 铃木大拙,禅与生活,8.7
[美] 索尔·贝娄,更多的人死于心碎,8.7
"[英] 斯蒂芬·霍金,列纳德·...",大设计,8.7
安房直子,遥远的野玫瑰村,8.7
秦晖,传统十论,8.7
金观涛,历史的巨镜,8.7
【美】马歇尔•卢森堡,非暴力沟通[珍藏版],8.7
[法] 古斯塔夫·勒庞,乌合之众,8.7
亨利·罗伯特,罗伯特议事规则,8.7
周其仁,收入是一连串事件,8.7
[加]克里斯多福•孟,亲密关系：通往灵魂的桥梁,8.7
(日)伊坂幸太郎,奥杜邦的祈祷,8.7
Suzanne Collins,The Hunger Games,8.7
彼得·德鲁克,公司的概念,8.7
福达 (Ben Forta),SQL必知必会,8.7
张爱玲,倾城之恋,8.7
[英] J.R.R.托尔金,魔戒,8.7
[德] 艾克哈特·托尔,新世界,8.7
刘小枫,沉重的肉身,8.8
大仲马,三个火枪手,8.8
[美] 汤玛士·哈里斯,沉默的羔羊,8.8
亦舒,我的前半生,8.8
李娟,走夜路请放声歌唱,8.8
"[英]约翰·米克尔思韦特,阿德...",右派国家,8.8
亨利·基辛格,大外交,8.8
冯骥才,俗世奇人,8.8
[印] 克里希那穆提,一生的学习,8.8
[日] 村上春树,远方的鼓声,8.8
陈波,逻辑学十五讲,8.8
俞平伯,唐诗鉴赏辞典（新一版）,8.8
Anneli Williams,IELTS Writing,8.8
金庸,鹿鼎记（全五册）,8.8
唐德刚,晚清七十年,8.8
[美] 坎里克·方纳 (Eri...,给我自由!,8.8
"(明)袁了凡,净庐主人 译",了凡四训,8.8
[美] 乔丹•艾伦伯格（Jor...,魔鬼数学,8.8
(日)乙一,寂寞的频率,8.8
[美] 基思·法拉奇,别独自用餐,8.8
王洪图,黄帝内经灵枢白话解,8.5
林语堂,吾国与吾民,8.5
James McGregor,One Billion Customers,8.5
程大锦,建筑：形式、空间和秩序,8.5
"侯幼彬,李婉贞 编",中国古代建筑历史图说,8.5
张爱玲,红楼梦魇,8.5
Michael Lewis,The Big Short,8.5
丰子恺,丰子恺漫画精品集,8.5
朱光潜,西方美学史-(上下卷)(插图典藏本),8.5
柯蒂斯·费思,海龟交易法则,8.5
章詒和,往事並不如煙,8.5
William Strunk ...,"The Elements of Style, Fourth Edition",8.5
[澳]埃德尔曼,思维改变生活,8.5
"马克思,恩格斯",共产党宣言,8.5
曾国藩/著；李瀚章/编撰；李鸿...,曾文正公全集,8.5
郑振铎,希腊神话与英雄传说,8.5
[苏] 安德烈·塔可夫斯基,雕刻时光,8.5
杨绛,我们仨,8.5
(德)阿・叔本华,叔本华思想随笔,8.5
德鲁克,成果管理,8.5
连岳,我爱问连岳,8.1
叔本华,叔本华美学随笔,8.1
[美]约翰.墨菲,期货市场技术分析,8.1
(美)彼得·考夫曼,穷查理宝典-查理.芒格的智慧箴言录-增订本,8.1
(美) 爱伦·坡,爱伦坡惊悚小说全集,8.1
格非,山河入梦,8.1
亦舒,玫瑰的故事,8.1
罗杰•霍克 (Roger R....,改变心理学的40项研究,8.1
[美] 弗诺·文奇,深渊上的火,8.1
"杰克•特劳特,阿尔•里斯",商战,8.1
鲁思·本尼迪克特,菊与刀,8.1
(美)乔纳森·尼,半路出家的投资银行家,8.1
苏寞,沉香如屑（上下）,8.1
[日] 芥川龙之介,芥川龙之介短篇小说选,8.1
陈德彰,翻译辨误,8.1
古龙,楚留香传奇,8.1
[日] 村上春树,斯普特尼克恋人,8.1
谢弗—克兰德尔,剑桥艺术史：中世纪艺术,8.1
罗宾・贝克,精子战争,8.1
周国平,爱情的容量,8.1
twentine,那个不为人知的故事,8.6
[日] 柳宗悦,工艺之道,8.6
罗曼·罗兰,名人传,8.6
"（美）丹尼尔•凯斯,Danie...",献给阿尔吉侬的花束,8.6
费曼,别闹了，费曼先生,8.6
David Allen,Getting Things Done,8.6
达夫妮.杜穆里埃,浮生梦,8.6
村上春树,神的孩子全跳舞,8.6
林汉达,东周列国故事新编（全二册）,8.6
[法] 大仲马,基度山伯爵（上下）,8.6
[美] 塞巴斯蒂安·马拉比,富可敌国,8.6
南怀瑾,历史的经验,8.6
[法] 让-保罗·萨特,恶心,8.6
老舍,猫城记,8.6
殷海光,逻辑新引・怎样判别是非,8.6
"理查德·林克莱特,金·克里桑",爱在黎明破晓前&爱在日落黄昏时,8.6
温斯顿·丘吉尔,第二次世界大战回忆录（全六卷）,8.6
杜鲁门·卡波特,冷血,8.6
田余庆,秦汉魏晋史探微（重订本）,8.6
