AUTHOR,TITLE,SCORE
阿瑟·黑利,航空港,9.0
"Al Ries,Jack Tr...",Positioning,9.0
哈代,德伯家的苔丝,9.0
尼尔·唐纳德·沃尔什,与神对话（第三卷）,9.0
Michael Lewis,Moneyball,9.0
苏童,婚姻即景,8.2
"宇文鸿吟,何崴",欧罗巴的苍穹下：西方古建筑文化艺术之旅,8.2
"Schuler, Lou (I...",Men's Health Total Body Workbook,8.2
夏普(John Sharp),Visual C# 2010从入门到精通,8.2
托马斯 C.王,铅笔速写技法,8.2
東野圭吾,信,8.2
[法] 谢和耐,蒙元入侵前夜的中国日常生活,8.2
本社,中国美术全集(共60册),8.2
Daniel Keyes,Flowers for Algernon,8.2
David Eagleman,Incognito,8.2
鈴木俊隆，譯／梁永安,"禪者的初心 Zen Mind, Beginner's Mind",8.2
Anany levitin,算法设计与分析基础,8.2
瓦西里耶夫,这里的黎明静悄悄……,8.2
尤.谢苗诺夫,春天的十七个瞬间,8.2
[美] 阿兰·莱特曼,爱因斯坦的梦,8.2
刘慈欣,赡养人类,8.2
亨德里克・房龙,宽容,8.2
[美] 罗森维 (Phil R...,光环效应,8.2
萨伊斯,古埃及宗教十讲,8.2
董桥,旧时月色,8.2
F·S·菲茨杰拉德,飞女郎与哲学家,8.7
李俊慧,经济学讲义（下）,8.7
Barbara Oakley,A Mind For Numbers,8.7
傅乐成,中国通史（上下册）,8.7
陈文德,刘邦大传,8.7
[日] 连城三纪彦,宵待草夜情,8.7
Jean-Luc Godard,電影的七段航程,8.7
卜正民,纵乐的困惑,8.7
吕思勉,吕思勉中国文化史,8.7
九把刀,这些年，二哥哥很想你,8.7
柳具足（抽屉）,不堪抄,8.7
[日] 樱庭一树,赤朽叶家的传说,8.7
西敏司,甜与权力,8.7
[澳] 格雷姆·辛浦生,罗茜计划,8.7
张永和,非常建筑,8.7
莫里斯·梅特林克,青鸟,8.7
郭凯,一沙一世界,8.7
叶广芩,对你大爷有意见,8.7
许小年,从来就没有救世主,8.7
（美）路威,文明与野蛮,8.7
宁思潇潇,摄影笔记,8.2
[美] 威廉·斯特伦克,风格的要素,8.2
"King, Stephen",The Shining,8.2
杨奎松,“边缘人”纪事,8.2
勒内·笛卡儿,第一哲学沉思集,8.2
[美]刘易斯 著，孙忠 译,说谎者的扑克牌,8.2
[美] Gary Klein,如何作出正确决策,8.2
Douglas Adams,Mostly Harmless,8.2
Bruce Bueno de ...,The Dictator's Handbook,8.2
"施耐庵,金圣叹",第五才子书施耐庵水浒传,8.2
冯友兰,中国哲学简史,8.2
Edwin  Lefèvre,Reminiscences of a Stock Operator (A Mar...,8.2
吉噶·康楚仁波切,无我的智慧,8.2
蝴蝶蓝,全职高手1·放逐斗神,8.2
诚迅金融培训公司实用投融资分析...,估值建模,8.2
"村上春树,林少华",世界尽头与冷酷仙境（精装本）,8.2
小嶋 陽菜,小嶋陽菜写真集『女の子の神様』,8.2
[丹麦] 克尔凯郭尔,恐惧与颤栗,8.2
颜强,你永远不会独行,8.2
[日] 小林泰三,看海的人,8.2
[危地马拉] 阿斯图里亚斯,总统先生,8.7
David Mitchell,Cloud Atlas,8.7
中能兴业,公司基本面分析实务,8.7
楚惜刀,魅生·凤鸣卷,8.7
Edith Wharton,The Age of Innocence,8.7
Stephen King,The Shawshank Redemption,8.7
朱学勤,风声·雨声·读书声,8.7
金融帝国,走出幻觉走向成熟,8.7
"Sebold, Alice",The Lovely Bones MTI可爱的骨头,8.7
[古希腊] 色诺芬,回忆苏格拉底,8.7
古廷(Gary Gutting...,福柯,8.7
戴维·迈尔斯,看不见的影响力,8.7
朱赢椿,虫子旁,8.7
沈石溪,象母怨,8.7
[波兰] 切斯瓦夫·米沃什,米沃什词典,8.7
[美]克莱尔.贝尔顿,喵呜，来摸,8.7
Daniel Goleman,Emotional Intelligence,8.7
蔡志忠,菩提树下的微笑,8.7
王开岭,古典之殇,8.7
[日] 谷川俊太郎,二十亿光年的孤独,8.7
(美)菲茨杰拉德,美与孽,8.4
[德] 弗里德里希·克拉默,混沌与秩序,8.4
[奧] 斯蒂芬·茨威格,一个女人一生中的24小时,8.4
蒋勋,蒋勋说文学：从唐代散文到现代文学,8.4
【英】西蒙·兰卡斯特,感召力,8.4
尼采,偶像的黄昏：或怎样用锤子从事哲学,8.4
（法）陀莱／绘,十字军东征图集,8.4
永瀨正人,日本蛋糕名店的私藏秘方,8.4
邵义,过去的钱值多少钱,8.4
Max Brooks,World War Z,8.4
[法] 让-保尔•迪迪耶洛朗,6点27分的朗读者,8.4
吴敬梓,儒林外史,8.4
托尼·巴赞,开动大脑/BBC托尼·巴赞智力丛书,8.4
[美] 弗吉尼亚·安德鲁斯,阁楼里的女孩,8.4
唐浩明,张之洞（全三册）,8.0
老子,道德经,8.0
朝仓直巳,艺术.设计的纸的构成,8.0
薩爾曼•魯西迪（Salman ...,午夜之子,8.0
Simone de Beauv...,The Second Sex,8.0
[英]阿道司·赫胥黎,重返美丽新世界,8.0
南怀瑾,禅海蠡测,8.0
Martyn Alexande...,The How to be British Collection,8.4
李娟,羊道·春牧场,8.4
"Kathy Sierra,Be...","Head First Java, 2nd Edition",8.4
毛姆,月亮和六便士,8.4
Bill Bryson,A Short History of Nearly Everything,8.4
沈迦,寻找•苏慧廉,8.4
"（美）保罗 · 海恩,彼得 ·...",经济学的思维方式（修订第12版）,8.0
[美]科尼利厄斯·瑞恩,遥远的桥,8.0
Emanuel Derman,My Life as a Quant,8.0
Joel Spolsky,软件随想录,8.0
蔡志忠 编绘,六朝怪谈 聊斋志异,8.0
阿来,尘埃落定,8.0
[英] 赫伯特.斯宾塞,斯宾塞的快乐教育,8.0
彭一刚,建筑空间组合论,8.0
(英)詹妮特·温特森,守望灯塔,8.0
V.S.奈保尔,米格尔街,8.0
朱少麟,地底三万尺,8.0
张中行,文言津逮,8.0
[美] 戴维·S. 兰德斯,国富国穷,8.0
沈石溪,斑羚飞渡,8.5
[古] 切·格瓦拉,南美丛林日记,8.5
Paul Tough,How Children Succeed,8.5
冯骥才,无路可逃,8.5
[波兰] 莱·柯拉柯夫斯基,关于来洛尼亚王国的十三个童话故事,8.5
（法）米歇尔・福柯,知识考古学,8.5
[斯洛文尼亚]雅奈兹•德尔诺夫...,生命与意识的省思,8.5
Mark Goulston M...,Just Listen,8.5
Brad Stone,The Everything Store,8.5
"彼得•蒂尔,里德•霍夫曼,本•...",奇点系列,8.5
CFA Institute,Financial Reporting and Analysis,8.5
[英] 卡尔·波普尔,无尽的探索,8.5
劳伦斯•布洛克(Lawrenc...,屠宰场之舞,8.5
刘醒龙,天行者,8.5
（美）托马斯.谢林,冲突的战略,8.5
[美] 尼尔·菲奥里,战胜拖拉,8.5
朱文,弟弟的演奏,8.5
高山,华尔街操盘手日记,8.5
柏拉图,柏拉图的《会饮》,8.5
（法）约里波瓦  著，（法）艾...,我想有个弟弟,8.5
高橋留美子,亂馬1/2（卷二）,9.0
（英）西蒙・辛格,费马大定理,9.0
[美] 埃里克·坎德尔,追寻记忆的痕迹,9.0
恩里克·巴里奥斯（Enriqu...,阿米I-星星的孩子,9.0
塔季雅娜•德•罗斯奈,莎拉的钥匙,9.0
[德]阿尔布雷希特,走遍德国1,9.0
(巴西)克拉丽丝·李斯佩克朵,星辰时刻,9.0
杨白劳,世界历史有一套之德意志是铁打的,9.0
Edward Frenkel,Love and Math,9.0
（美）詹姆斯·C.斯科特,国家的视角(修订版),9.0
莫言,檀香刑,9.0
叶舒宪,中国神话哲学,9.0
洪昇,长生殿（插图版）,9.0
冯友兰,中国哲学史新编(上中下)(精)--中国文库,9.0
[英] 伊恩·麦克尤恩,梦想家彼得,9.0
[英] 阿加莎·克里斯蒂,啤酒谋杀案,9.0
京極夏彥,嗤笑伊右衛門,9.0
Kent Beck,测试驱动开发,9.0
罗素,兔子坡,9.0
斯蒂芬・金,一号书迷,9.0
萧伯纳,萧伯纳戏剧集（三册）,8.1
[日] 市川拓司,恋爱写真,8.1
(英)威廉·萨默塞特·毛姆,客厅里的绅士,8.1
圆瑛法师,大佛顶首楞严经讲义（上下册）,8.1
简·奥斯丁,爱玛,8.1
关河五十州,战争从未如此热血4,8.1
Bertrand Russel...,The Conquest of Happiness,8.1
废名,废名集（全六册）,8.1
勃兰兑斯,十九世纪文学主流（共六册）,8.1
余华,活着,8.1
王小波,夜行记,8.1
[德] 赫伯特·格隆德曼 等,德意志史（第一卷 上下）,8.1
[美] 斯蒂芬•福里斯特,内在的天空,8.1
九把刀,殺手，登峰造極的畫。,8.1
范景中,《艺术的故事》笺注,8.1
[美] 埃勒里·奎因,哲瑞·雷恩的最后一案,8.1
[日] 梦枕貘,阴阳师·飞天卷,8.1
无名氏,山海经,8.1
Katherine Boo,Behind the Beautiful Forevers,8.1
"方励之,褚耀泉",从牛顿定律到爱因斯坦相对论,8.1
钱理群,我的精神自传,8.6
（俄）谢尔盖·卢基扬年科,最后的守护人,8.6
[美]贝蒂•爱丽丝•艾瑞克森 ...,世界第一催眠大师,8.6
張愛玲,半生緣,8.6
凤凰书品,春风十里不如你,8.6
陈允斌,回家吃饭的智慧 2,8.6
貴志祐介,青之炎,8.6
安東尼,橙,8.6
"Osborne, Mary P...",Magic Tree House #1,8.6
释戒嗔,小和尚的白粥馆3,8.6
辛夷坞,而我只有你2,8.6
王鼎钧,文学种子,8.6
袁越,人造恐慌,8.6
Jeff Kinney,Diary of a Wimpy Kid,8.6
朱利安·巴吉尼 (Julian...,吃的美德,8.6
阿尔弗雷德·塞耶·马汉,海权论,8.6
李诣凡,十四年猎诡人,8.6
（英）伯特兰·罗素,我的哲学的发展,8.6
[美] 艾伦·布林克利,出版人,8.6
(芬兰)西兰帕,夏夜里的人们,8.6
赵鼎新,东周战争与儒法国家的诞生,8.0
温瑞安,逆水寒,8.0
韩寒,1988：我想和这个世界谈谈,8.0
"薩德, Marquis de ...",臥房裡的哲學,8.0
南懷瑾,宗镜录略讲（全二冊）,8.0
汪丁丁,经济学思想史进阶讲义,8.0
李佩甫,羊的门,8.0
王小波,唐人故事,8.0
元稹,元稹集,8.0
(荷) 霍夫斯泰德  Geer...,文化与组织,8.0
杨绛,杨绛文集·散文卷（下）,8.0
杨奎松,西安事变新探,8.0
[美]E•B•怀特,这就是纽约,8.0
Audrey Niffeneg...,The Time Traveler's Wife,8.0
阿瑟•克拉克,阿瑟•克拉克中短篇科幻小说集,8.0
"九把刀,Giddens",媽，親一下,8.0
[英] 爱德华·霍列特·卡尔,历史是什么?,8.0
丹．西蒙斯（Dan Simmo...,極地惡靈,8.0
Stuart Diamond,Getting More,8.0
（英）彼得·梅尔,普罗旺斯·山居岁月,8.0
[日] 梦枕貘,阴阳师·生成姬,8.6
吕思勉,中国大历史（上下）,8.6
Iris Chang,The Chinese in America,8.6
(英)柴纳·米耶维,地疤,8.6
鲁奇尔·夏尔马,一炮走红的国家,8.6
虹影,饥饿的女儿,8.6
[法] 雅克·勒戈夫,中世纪的知识分子,8.6
徐贲,统治与教育,8.6
（瑞士）弗·迪伦马特,法官和他的刽子手,8.6
（意）亚米契斯,爱的教育,8.6
[英] 彼得·梅尔,普罗旺斯的一年,8.6
伯特兰•罗素,西方哲学简史,8.6
罗振宇,时间的朋友2015,8.6
Viktor E. Frank...,Man's Search for Meaning,9.1
[波] 显克维奇,你往何处去,9.1
Roger Lowenstei...,When Genius Failed,9.1
斯图尔特·克雷纳,管理百年,9.1
南怀瑾,南怀瑾历史人生纵横谈,9.1
Jiang Rong,Wolf Totem,9.1
（美）雷·布雷德伯利,华氏451,8.6
（美）罗伯特・沃勒,廊桥遗梦,8.6
马伯庸,笔冢随录Ⅱ·万事皆波澜,8.6
[美] 卡森•麦卡勒斯,伤心咖啡馆之歌,8.6
（美）史蒂夫·尼森（Steve...,日本蜡烛图技术新解,8.6
飞乐鸟,鸟之绘,8.6
王跃文,国画,8.6
"Gareth James,Da...",统计学习导论,9.1
范文祥,英文合同阅读与分析技巧,9.1
芬利森,哈贝马斯,9.1
季羡林,季羡林自传,9.1
康韦,Perl最佳实践,9.1
谷岳,谷岳搭车去柏林,9.1
森下典子,日日是好日：茶道带来的十五种幸福,9.1
陈存仁,抗战时代生活史,9.1
[日] 森村诚一,青春的证明,9.1
拉瓦锡,化学基础论,9.1
民国文林,细说民国大文人,9.1
季羡林 著,真话能走多远,9.1
[美]Brian W. Fit...,极客与团队,9.1
E.M.福斯特,小说面面观,9.1
Josephine Tey,时间的女儿,8.2
陈远,燕京大学1919-1952,8.2
巴金,春,8.2
Jordan Ellenber...,How Not to Be Wrong,8.2
Brian W. Kernig...,The  C Programming Language,8.2
"白建,彭亮,秦发灵",空降总监治乱记,8.2
伊凡·斯蒂方诺,古斯塔夫·克里姆特,8.2
[日] 田中芳树,银河英雄传说,8.2
臼井儀人,蠟筆小新23,8.2
Brent Schlender...,Becoming Steve Jobs,8.2
马克斯·韦伯,新教伦理与资本主义精神,8.2
张爱玲,张爱玲全集1：长篇小说·半生缘,8.2
"[美] 查尔斯•寇尔森,哈罗德...",人生观的故事,8.2
刘汝佳,算法竞赛入门经典,8.2
[秘] 马里奥·巴尔加斯·略萨,公羊的节日,8.2
[英] 昆廷·斯金纳,近代政治思想的基础（上、下卷）,8.2
赵永久,爱的五种能力,8.2
[美] 丹尼尔·贝尔,资本主义文化矛盾,8.2
Avinash K. Dixi...,The Art of Strategy,8.2
三毛,滚滚红尘,8.2
張大春,城邦暴力團,8.2
鍾延麟,文革前的鄧小平,8.2
黄铁鹰,找我1,8.2
蔡智恒,檞寄生,8.2
[美] 杰拉尔德·温伯格(Ge...,咨询的奥秘,8.2
[日]伊坂幸太郎,重力小丑,8.2
利奇德,古希腊风化史,8.2
[美]达希尔·哈米特,大陆侦探社,8.2
张维迎,理念的力量,8.2
小号鲨鱼,卜案,8.2
E.H. Gombrich,The Story of Art,8.2
[美]M.克莱因,古今数学思想 第3册,8.2
Ernest Hemingwa...,For Whom the Bell Tolls,8.2
[美] 塞缪尔·P·亨廷顿,变化社会中的政治秩序,8.2
马永斌,公司治理之道,8.2
Isaac Asimov,The Gods Themselves,8.2
"Schneider, Jako...",This is Service Design Thinking,8.2
Virginia Woolf,Mrs. Dalloway,8.2
马恒君,周易正宗,8.2
Francis Fukuyam...,Political Order and Political Decay,8.2
周作人,雨中的人生\:周作人人生随笔集,8.1
陈强,高级计量经济学及Stata应用,8.1
[美]罗曼•阿拉姆,长大后的世界,8.1
Alan Bennett,The History Boys,8.1
赵元任,语言问题,8.1
Robert Pirsig,Zen and the Art of Motorcycle Maintenanc...,8.1
"梁思成 英文原著,费慰梅 编",图像中国建筑史,8.1
Orson Scott Car...,Ender's Game,8.1
吴晓波,跌荡一百年：中国企业1870～1977（上）,8.1
威廉·莎士比亚 (Willia...,莎士比亚全集,8.1
[巴西] 保罗·科埃略,牧羊少年奇幻之旅,8.1
托尼•朱特,战后欧洲史,8.1
[英] 夏洛蒂·勃朗特,简·爱,8.1
斯蒂芬・E.安布罗斯,兄弟连,8.7
[英] J. K. 罗琳,哈利·波特与凤凰社,8.7
(波兰)斯坦尼斯拉夫·莱姆,完美的真空,8.7
(英)达纽西亚﹒斯多克 编,基耶斯洛夫斯基谈基耶斯洛夫斯基,8.7
[法] 苏利·普吕多姆,孤独与沉思,8.7
阎步克,波峰与波谷,8.7
[美]丹·布朗,达·芬奇密码,8.7
[美] Steven Gary...,四步创业法,8.1
Raymond Chandle...,The Long Goodbye,8.1
沈从文,沈从文自传,8.1
(阿根廷)豪·路·博尔赫斯,布宜诺斯艾利斯激情,8.1
Ecole十東京製果研究室,菓子學校 Vol.5 磅蛋糕&烤點心,8.1
[日] 太宰治,御伽草纸,8.1
[美] 亨利·查尔斯·李（He...,迷信与暴力,8.1
柏杨,中国人史纲（上下）,8.7
[西]拉斐尔·纳达尔 约翰·卡...,拉法：纳达尔自传,8.7
(美)罗伯特・海因莱恩,星船伞兵,8.7
Miranda Hart,Is It Just Me,8.7
(美)史华兹,古代中国的思想世界,8.7
幾米,向左走·向右走,8.7
刘德濒,西藏秘密,8.7
轶菡,色铅笔的花草生活,8.5
刘其中,诤语良言,8.5
Nick Vujicic,Life Without Limits,8.5
金克木,文化三书,8.5
［英国］J.R.R.托尔金,胡林的儿女,8.5
[以色列] 阿摩司·奥兹,费玛,8.5
[英]伯纳德·康沃尔,滑铁卢,8.7
王火,战争和人（全三册）,8.7
赫尔南多·德·索托,资本的秘密,8.7
南怀瑾,禅宗与道家,8.7
王晓磊,卑鄙的圣人：曹操.第8部,8.7
[法] 帕特里克·莫迪亚诺,八月的星期天,8.7
荣伟玲,在爱情中我们寻找什么,8.5
[德]西美尔,社会学,8.5
(明)刘基,国学经典-郁离子,8.5
[以色列] 埃特加·凯雷特,突然，响起一阵敲门声,8.5
娥蘇拉·勒瑰恩(Ursula ...,西岸三部曲1·天賦之子,8.5
井上靖,樓蘭,8.5
陈徒手,人有病，天知否,8.5
[英]狄更斯,雾都孤儿,8.5
涂昕,采绿,8.5
M. Scott Peck,The Road Less Traveled and Beyond,8.5
陈罡,因为是医生,8.5
（日）石田衣良,计数器少年,8.5
Bertrand Russel...,The History of Western Philosophy,8.5
(法)兰波,地狱一季,8.5
(美)菲利普·纳尔逊,生物物理学,9.3
汉声杂志社,最美最美的中国童话,9.3
野夫,拍劍東來還舊仇,9.3
[美] 阿彻·琼斯（Arche...,西方战争艺术,9.3
迈耶斯,More Effective C++中文版,9.3
"Jason Fried,Dav...",Rework,9.3
[德] 特奥多尔·蒙森,罗马史,9.3
[美]爱德华·弗伦克尔	（Ed...,爱与数学,9.3
[英]乔治·奥威尔,我为什么要写作,9.3
Steven D. Levit...,Freakonomics,9.3
"赵涵漠,张伟",场记,9.3
（美）裘帕・拉希莉,疾病解说者,9.3
[美] 范·K. 撒普,通向金融王国的自由之路,9.3
瞿秋白,多余的话,9.3
Stieg Larsson,龍紋身的女孩,9.3
哥们儿,四面墙,9.3
华明玥,幸而还有梅花糕,9.3
曹昇,流血的仕途·终结版,9.3
"Timothy Gowers,...",数学指南,9.3
蘇寞,沉香如屑《上》,9.3
(美) 比尔•弗拉斯科,底特律往事,8.1
Jeanette Winter...,Oranges Are Not the Only Fruit,8.1
[美]E.O.威尔逊,论人的天性,8.1
吴趼,二十年目睹之怪现状,8.1
Mark Lutz,"Learning Python, 4th Edition, Ebook",8.1
[英]  杰拉尔德•达雷尔（G...,希腊三部曲 Ⅱ桃金娘森林宝藏（更新版）,8.1
埃·奥·卜劳恩 绘,父与子全集,8.1
黄永玉,无愁河的浪荡汉子·朱雀城,8.1
(英)阿瑟·克拉克,2001：太空漫游,8.1
[法] 尤瑟纳尔,东方奇观,8.1
Douglas Adams,"Life, the Universe and Everything",8.1
（美）约翰·W·道尔,拥抱战败,8.1
[美] 斯蒂芬•金,绿里奇迹,8.1
[英] 伯特兰·罗素,哲学问题,8.1
"John Monaghan,P...",Social and Cultural Anthropology,8.1
"Jane B. Burka,L...",Procrastination,8.1
丰子恺 文/图,给我的孩子们,8.1
"克里希那穆提,大卫•博姆",超越时空,8.1
鹽野七生,關於羅馬人的二十個問題,8.1
Jeff Johnson,Designing with the Mind in Mind,8.1
(英)杰夫·戴尔,然而，很美,8.5
塞缪尔·亨廷顿,文明的冲突,8.5
查尔斯·汉迪,思想者,8.5
[日]村上春树著,挪威的森林（电影特别版）,8.5
[日] 京极夏彦,涂佛之宴·宴之支度（上）,8.5
詹姆斯・C・斯科特,国家的视角,8.5
梁鸿,出梁庄记,8.5
[瑞士] 荣格,潜意识与心灵成长,8.5
[美] 狄兰·托马斯,狄兰·托马斯诗选,8.5
[美]房龙,给大家看的全球通史,8.5
范志红,吃对你的家常菜,8.5
韩梅梅 编 孔雀 绘,我喜欢你是寂静的,8.5
[美] 杰克·哈特（Jack ...,故事技巧,8.5
[美] 史蒂芬·平克,白板,8.5
慈诚罗珠堪布,慧灯之光（全6册）,8.5
释净空,佛说大乘无量寿庄严清净平等觉经,8.5
(塞尔维亚)米洛拉德·帕维奇,哈扎尔辞典（阴本）,8.5
詹姆斯·布拉德利,飞行员,8.5
Stoyan Stefanov,JavaScript Patterns,8.5
杨鹏举,神农本草经校注,8.5
阿城,遍地风流,8.8
余英时,士与中国文化,8.8
京極夏彥,百器徒然袋─風,8.8
郭宝昌,大宅门（上下）,8.8
侯捷,Word排版艺术,8.8
凤歌,昆仑1,8.8
"[明]袁了凡撰,尚荣 徐敏评注",了凡四训,8.8
〔美〕马克•郭士顿（Mark ...,只需倾听,8.8
岳南,那时的先生,8.8
"[明] 施耐庵,罗贯中",水浒传（全二册）,8.8
A.A Milne,Winnie the Pooh,8.8
Steve Krug,"Don't Make Me Think, Revisited",8.8
[德]鲁道夫·基彭哈恩,千亿个太阳,8.8
[荷] 伊恩·布鲁玛,罪孽的报应,8.8
[美] 悉德·菲尔德,电影剧本写作基础,8.8
[爱尔兰] 威廉·特雷弗,出轨,8.8
[法] 卢梭,忏悔录,8.8
艾西恩,面具馆,8.8
"汪凯,爱德华・德・波诺,王以",比知识还多,8.8
黎东方,细说清朝,8.8
科马克·麦卡锡,血色子午线,8.9
Ilya Grigorik,Web性能权威指南,8.9
"(法)普鲁斯特(Proust,...",追忆似水年华 Ⅴ,8.9
[日] 汤本香树实,夏日庭院,8.9
"郑建邦,等",毛泽东人民民主专政思想研究,8.9
亚历山大.索尔仁尼琴,古拉格群岛,8.9
张海帆,五大贼王2,8.9
森田正马,神经质的实质与治疗,8.9
[日] 梦枕貘,阴阳师·付丧神卷,8.9
[美]M.克莱因,古今数学思想 第2册,8.9
唐德刚,袁氏当国,8.9
"[美] 汉娜·阿伦特,Hann...",艾希曼在耶路撒冷,8.9
［德］奥托·冯·俾斯麦,思考与回忆,8.9
"Halpern, Justin",Shit My Dad Says,8.4
杨宪益,漏船载酒忆当年,8.4
资中筠,老生常谈,8.4
[英国] 石黑一雄,长日留痕,8.4
倾泠月,且试天下2,8.4
凯瑟琳·德林克·鲍恩,民主的奇迹,8.4
[英] 玛丽·诺顿,地板下的小人,8.9
坂本一树 (Kazuki Sa...,Objective-C高级编程,8.9
普魯斯特,追憶似水年華-I貢布雷篇,8.9
Jon Loeliger,Version Control with Git,8.9
张北海,侠隐,8.9
丹尼尔•西格尔 (Daniel...,由内而外的教养,8.9
(美)埃里克·尼伦德,光晕,8.9
曾孝濂 绘,中国·云南百花图,9.3
【英】珍妮弗·沃斯,呼叫助产士,9.3
(俄)索尔仁尼琴,第一圈（上、下）,9.3
[英] 弗吉尼亚·伍尔芙,伍尔芙随笔全集（共四册）,9.3
[英]  杰拉尔德•达雷尔（G...,希腊三部曲I 追逐阳光之岛（更新版）,9.3
弗洛姆,人类的破坏性剖析,9.3
（法）雨果,九三年,9.3
(美)布坎南(Buchanan...,自由、市场与国家,8.4
马克·吐温,哈克贝里·芬历险记,8.4
张爱玲,红楼梦魇,8.4
"(美)拉里·尼文,(美)杰里·...",撒旦之锤,8.4
辛夷坞,原来,8.4
Michael J. Sand...,What Money Can't Buy,8.4
张小砚,走吧.张小砚-图文修订版,8.4
"夏如意,毛晓雯,苏缨",纳兰容若词传,8.0
（南非）J.M.库切,耻,8.0
"刘笑嘉 著,陆洋 摄",全世界给我勇气,8.0
[美] 哈金,等待,8.0
德斯蒙德・图图,没有宽恕就没有未来,8.0
詹姆斯·沃森（James D....,DNA：生命的秘密,8.0
（美）T.N.杜普伊,武器和战争的演变,9.3
昂利·彭加勒,科学与方法,9.3
笛卡尔,第一哲学沉思集,9.3
[日] 结城浩,数学女孩2,9.3
(美)M·H·艾布拉姆斯,镜与灯,9.3
"Chip Heath,Dan ...",Switch,9.3
(美)海明威,老人与海,9.3
Christopher Got...,Modern Japan,9.3
卡尔·考茨基,恐怖主义和共产主义,8.4
洪子诚,问题与方法,8.4
Paul Graham,On Lisp,8.4
王阳明,传习录,8.4
王小波,沉默的大多数,8.4
杜修贤,红镜头中的周恩来,8.4
"Bryson, Bill",布萊森之英語簡史,8.4
[英] 毛姆,木麻黄树,9.3
[法] 埃克多·马洛,苦儿流浪记,9.3
"戴锦华,刘健芝 主编",蒙面骑士,9.3
Niall Ferguson,Empire,9.3
[南非] J. M. 库切,夏日,9.3
[日] 京极夏彦,涂佛之宴·宴之支度（下）,8.5
Stieg Larsson,The Girl with the Dragon Tattoo,8.5
[美] 卡森·麦卡勒斯,心是孤独的猎手,8.5
韦斯曼,射频和无线技术入门,8.5
Peter Morville,随意搜寻,8.5
九把刀,少林寺第八銅人(新版),8.5
拜伦,唐璜,8.5
劳伦斯·布洛克,繁花将尽,8.5
(美)沃尔特·艾萨克森,富兰克林传,8.5
书海沧生,昭奚旧草,8.5
【美】伯南克,金融的本质,8.5
寐语者,衣香鬓影,8.5
(加拿大)罗伯特﹒J﹒索耶,计算中的上帝,8.5
"纳兰容若公子,老庄墨韩",小楼传奇,8.5
［日］ 前桥和弥,自制编程语言,8.5
Walter Kirn,Up in the Air,8.5
[美] 托马斯·福斯特,如何阅读一本小说,8.5
黄元御,四圣心源,8.5
钱钟书,管锥编,8.5
Eric Hoffer,The True Believer,8.5
[英]蒂凡尼•瓦特•史密斯,心情词典,8.5
Timothy F. Geit...,Stress Test,8.5
松本行弘,松本行弘的程序世界,8.5
王小波,一只特立独行的猪,8.5
藤子·F·不二雄,哆啦A梦彩色作品集(6),8.5
坂本光司,日本最了不起的公司,8.5
"何光沪,任不寐,秦晖,袁伟时",大学精神档案(古代卷),8.5
小桥老树,侯卫东官场笔记2,8.5
(美)约翰·斯卡尔齐,来自12个星球的敌人,8.5
J.M.库切,青春,8.5
[美]赫伯特·马尔库塞,单向度的人,8.5
江南,涿鹿,8.5
"科里·帕特森,约瑟夫·格雷尼,...",关键冲突,8.5
李赋宁 编,欧洲文学史（第1卷）,8.5
邱妙津,蒙馬特遺書,8.5
王怜花,江湖外史,8.5
[英]西蒙·温切斯特,教授与疯子,8.5
罗念生,罗念生全集：第五卷：荷马史诗《伊利亚特》,8.5
黑格尔,精神现象学,8.5
[法] 费尔南·布罗代尔,菲利普二世时代的地中海和地中海世界（上下卷）,8.5
沈志華,中華人民共和國史 第三卷 思考與選擇,9.1
熊逸,春秋大义,9.1
泰戈尔,泰戈尔全集,9.1
吴琼,雅克•拉康,9.1
[法]罗兰.巴特,一个解构主义的文本,9.1
赵汀阳,论可能生活,9.1
Paulo Coelho,The Alchemist,9.1
（荷）布斯克斯　Chris B...,进化思维,9.1
弗拉基米尔·雅可夫列维奇·普罗...,故事形态学,9.1
罗伯特•B•西奥迪尼 (Rob...,影响力,9.1
Stephen Chbosky,The Perks of Being a Wallflower,9.1
[意]依塔洛.卡尔维诺,寒冬夜行人,9.1
沈从文,凤凰集,9.1
九把刀,樓下的房客,9.1
阎连科,受活,8.2
三毛,谈心,8.2
"(美)杰里米·里夫金,特德·霍...",熵：一种新的世界观,8.2
[美] 亨利·米勒,南回归线,8.2
钱穆,孔子与论语,8.2
Kathy Lette,如何謀殺妳的丈夫,8.2
Eveline Chao,Niubi!,9.1
[美] Richard Ree...,深入理解C指针,9.1
科林·凯莫勒,行为博弈,9.1
村上 春樹,1Q84 BOOK 1,9.1
[美] 马泰·卡林内斯库,现代性的五副面孔,9.1
John Brooks,Business Adventures,9.1
[美] 乔治.R.R.马丁,冰与火之歌（卷三）,8.2
(俄)列夫·托尔斯泰,伊凡·伊里奇的死,8.2
Priest,大哥（下）,8.2
[法]让-保罗·萨特,萨特戏剧集(上下),8.2
皮耶尔乔治·奥迪弗雷迪,数学世纪,8.2
David Foster Wa...,Infinite Jest,8.2
Jonah Berger,Contagious,8.2
江南,九州·缥缈录Ⅲ·天下名将,8.2
[美]卡尔·沃尔特(Carl ...,红色资本,8.2
米兰·昆德拉,不朽,8.2
Kate Fox,Watching the English,8.2
